id,prefecture,municipality,population,category,populationDate,sourceName,sourceUrl
053465,秋田県,山本郡藤里町,2669,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
053481,秋田県,山本郡三種町,13743,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
053490,秋田県,山本郡八峰町,5928,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
053601,秋田県,南秋田郡,19597,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
053619,秋田県,南秋田郡五城目町,7566,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
053635,秋田県,南秋田郡八郎潟町,5054,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
053660,秋田県,南秋田郡井川町,4061,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
053686,秋田県,南秋田郡大潟村,2916,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
054208,秋田県,仙北郡,17087,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
054348,秋田県,仙北郡美郷町,17087,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
054607,秋田県,雄勝郡,14977,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
054631,秋田県,雄勝郡羽後町,12766,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
054640,秋田県,雄勝郡東成瀬村,2211,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062014,山形県,山形市,233891,large_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062022,山形県,米沢市,73351,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062031,山形県,鶴岡市,114745,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062049,山形県,酒田市,92129,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062057,山形県,新庄市,31779,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062065,山形県,寒河江市,38785,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062073,山形県,上山市,26978,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062081,山形県,村山市,20825,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062090,山形県,長井市,23895,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062103,山形県,天童市,59645,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062111,山形県,東根市,47486,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062120,山形県,尾花沢市,13118,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
062138,山形県,南陽市,28563,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063002,山形県,東村山郡,23389,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063011,山形県,東村山郡山辺町,13120,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063029,山形県,東村山郡中山町,10269,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063207,山形県,西村山郡,33344,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063215,山形県,西村山郡河北町,16475,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063223,山形県,西村山郡西川町,4378,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063231,山形県,西村山郡朝日町,5617,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063240,山形県,西村山郡大江町,6874,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063401,山形県,北村山郡,5754,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063410,山形県,北村山郡大石田町,5754,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063606,山形県,最上郡,32537,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063614,山形県,最上郡金山町,4565,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063622,山形県,最上郡最上町,7153,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063631,山形県,最上郡舟形町,4525,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063649,山形県,最上郡真室川町,6287,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063657,山形県,最上郡大蔵村,2694,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063665,山形県,最上郡鮭川村,3564,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063673,山形県,最上郡戸沢村,3749,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063801,山形県,東置賜郡,33937,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063819,山形県,東置賜郡高畠町,20921,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
063827,山形県,東置賜郡川西町,13016,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064009,山形県,西置賜郡,24344,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064017,山形県,西置賜郡小国町,6244,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064025,山形県,西置賜郡白鷹町,12024,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064033,山形県,西置賜郡飯豊町,6076,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064203,山形県,東田川郡,25682,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064262,山形県,東田川郡三川町,6944,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064289,山形県,東田川郡庄内町,18738,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064602,山形県,飽海郡,11818,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
064611,山形県,飽海郡遊佐町,11818,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072010,福島県,福島市,261534,large_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072028,福島県,会津若松市,109006,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072036,福島県,郡山市,309563,large_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072044,福島県,いわき市,298865,large_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072052,福島県,白河市,56349,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072079,福島県,須賀川市,72205,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072087,福島県,喜多方市,42580,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072095,福島県,相馬市,31710,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072109,福島県,二本松市,49597,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072117,福島県,田村市,32301,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072125,福島県,南相馬市,54791,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072133,福島県,伊達市,55004,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
072141,福島県,本宮市,29551,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073008,福島県,伊達郡,29891,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073016,福島県,伊達郡桑折町,10802,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073032,福島県,伊達郡国見町,7935,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073083,福島県,伊達郡川俣町,11154,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073202,福島県,安達郡,8782,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073229,福島県,安達郡大玉村,8782,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073407,福島県,岩瀬郡,17434,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073423,福島県,岩瀬郡鏡石町,12347,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073440,福島県,岩瀬郡天栄村,5087,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073601,福島県,南会津郡,21672,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073628,福島県,南会津郡下郷町,4621,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073644,福島県,南会津郡檜枝岐村,483,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073679,福島県,南会津郡只見町,3572,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
073687,福島県,南会津郡南会津町,12996,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074004,福島県,耶麻郡,22902,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074021,福島県,耶麻郡北塩原村,2342,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074055,福島県,耶麻郡西会津町,5238,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074071,福島県,耶麻郡磐梯町,3107,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074080,福島県,耶麻郡猪苗代町,12215,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074209,福島県,河沼郡,19606,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074217,福島県,河沼郡会津坂下町,13902,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074225,福島県,河沼郡湯川村,2936,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074233,福島県,河沼郡柳津町,2768,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074403,福島県,大沼郡,21851,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074446,福島県,大沼郡三島町,1284,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074454,福島県,大沼郡金山町,1702,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074462,福島県,大沼郡昭和村,1040,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074471,福島県,大沼郡会津美里町,17825,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074608,福島県,西白河郡,48074,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074616,福島県,西白河郡西郷村,20713,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074641,福島県,西白河郡泉崎村,6024,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074659,福島県,西白河郡中島村,4685,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074667,福島県,西白河郡矢吹町,16652,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074802,福島県,東白川郡,27843,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074811,福島県,東白川郡棚倉町,12464,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074829,福島県,東白川郡矢祭町,5009,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074837,福島県,東白川郡塙町,7623,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
074845,福島県,東白川郡鮫川村,2747,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075001,福島県,石川郡,34589,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075019,福島県,石川郡石川町,13367,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075027,福島県,石川郡玉川村,5924,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075035,福島県,石川郡平田村,5241,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075043,福島県,石川郡浅川町,5663,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075051,福島県,石川郡古殿町,4394,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075205,福島県,田村郡,24434,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075213,福島県,田村郡三春町,15819,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075221,福島県,田村郡小野町,8615,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075400,福島県,双葉郡,54211,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075418,福島県,双葉郡広野町,4493,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075426,福島県,双葉郡楢葉町,6274,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075434,福島県,双葉郡富岡町,11049,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075442,福島県,双葉郡川内村,2179,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075451,福島県,双葉郡大熊町,9803,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075469,福島県,双葉郡双葉町,5090,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075477,福島県,双葉郡浪江町,14106,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075485,福島県,双葉郡葛尾村,1217,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075604,福島県,相馬郡,11663,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075612,福島県,相馬郡新地町,7318,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
075647,福島県,相馬郡飯舘村,4345,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082015,茨城県,水戸市,266703,large_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082023,茨城県,日立市,161010,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082031,茨城県,土浦市,140971,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082040,茨城県,古河市,139258,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082058,茨城県,石岡市,69184,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082074,茨城県,結城市,49039,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082082,茨城県,龍ケ崎市,74492,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082104,茨城県,下妻市,41781,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082112,茨城県,常総市,60041,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082121,茨城県,常陸太田市,45469,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082147,茨城県,高萩市,25174,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082155,茨城県,北茨城市,39353,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082163,茨城県,笠間市,72058,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082171,茨城県,取手市,105978,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082198,茨城県,牛久市,83276,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082201,茨城県,つくば市,262066,large_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082210,茨城県,ひたちなか市,153446,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082228,茨城県,鹿嶋市,64263,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082236,茨城県,潮来市,25715,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082244,茨城県,守谷市,70960,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082252,茨城県,常陸大宮市,37142,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082261,茨城県,那珂市,52590,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082279,茨城県,筑西市,98933,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082287,茨城県,坂東市,51740,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082295,茨城県,稲敷市,36376,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082309,茨城県,かすみがうら市,39408,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082317,茨城県,桜川市,37008,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082325,茨城県,神栖市,93414,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082333,茨城県,行方市,30828,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082341,茨城県,鉾田市,45750,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082350,茨城県,つくばみらい市,53720,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
082368,茨城県,小美玉市,47916,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083003,茨城県,東茨城郡,62738,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083020,茨城県,東茨城郡茨城町,30179,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083097,茨城県,東茨城郡大洗町,15222,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083101,茨城県,東茨城郡城里町,17337,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083402,茨城県,那珂郡,38121,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083411,茨城県,那珂郡東海村,38121,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083607,茨城県,久慈郡,14047,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
083640,茨城県,久慈郡大子町,14047,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
084409,茨城県,稲敷郡,71637,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
084425,茨城県,稲敷郡美浦村,13897,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
084433,茨城県,稲敷郡阿見町,50128,small_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
084476,茨城県,稲敷郡河内町,7612,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
085201,茨城県,結城郡,20882,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
085219,茨城県,結城郡八千代町,20882,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
085405,茨城県,猿島郡,32445,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
085421,茨城県,猿島郡五霞町,7770,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
085464,茨城県,猿島郡境町,24675,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
085600,茨城県,北相馬郡,15735,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
085642,茨城県,北相馬郡利根町,15735,village_town,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
092011,栃木県,宇都宮市,513378,large_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
092029,栃木県,足利市,138045,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
092037,栃木県,栃木市,151741,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
092045,栃木県,佐野市,111994,mid_city,2026年1月1日時点,総務省 住民基本台帳に基づく人口、人口動態及び世帯数調査（令和8年1月1日現在）,
